;Ragione socialeCaratteri latini;Codice ISO paese;Ultimo anno disp.;"Totale valore della produzione
migl USD"
6141.;SATELLITE DEVELOPERS PRIVATE LIMITED;IN;2022;28.125
6142.;NUTRITION SC PUBLIC COMPANY LIMITED;TH;2023;28.113
6143.;WAPS CO., LTD.;KR;2023;28.099
6144.;SHANNXI SHUANGLING CHEMICAL GROUP CO., LTD.;CN;2009;28.086
6145.;ANHUI BAYI CHEMICAL INDUSTRY CO., LTD.;CN;2021;28.028
6146.;SYSCHEM (INDIA) LIMITED;IN;2023;28.024
6147.;ZHEJIANG HELIHEIKO NEW MATERIAL CO.,LTD;CN;2022;28.001
6148.;ANG LIFESCIENCES INDIA LIMITED;IN;2022;27.845
6149.;HUNAN LEAD POWER TECHNOLOGY GROUP CO., LTD.;CN;2023;27.735
6150.;INDO BORAX & CHEMICALS LTD;IN;2022;27.714
6151.;SHREE SYNTHETICS LTD. [MERGED];IN;2003;27.658
6152.;SHENZHEN CHUNWANG NEW METERIALS CO., LTD;CN;2022;27.629
6153.;CHEMICAL AND ALLIED PRODUCTS PLC;NG;2023;27.385
6154.;ORICA UK LIMITED;GB;2022;27.281
6155.;CHINA BIOTECH SERVICES HOLDINGS LIMITED;BM;2023;27.229
6156.;PAUSHAK LIMITED;IN;2023;27.197
6157.;JIAHUA CHEMICALS INC.;CN;2021;27.185
6158.;O C C PCL;TH;2023;27.174
6159.;SICHUAN HEBANG SALIFICATION CO., LTD.;CN;2009;26.856
6160.;FUJIAN GREEN SAIL ADVANCED MEDICAL MATERIAL CO., LTD;CN;2021;26.818
6161.;KANCHI KARPOORAM LIMITED;IN;2022;26.741
6162.;TOYO DRILUBE CO.,LTD.;JP;2023;26.709
6163.;METROGLOBAL LTD;IN;2022;26.687
6164.;ZHUHAI TRENDVISION NEW MATERIALS CO.,LTD.;CN;2022;26.619
6165.;ARISTO BIO-TECH AND LIFESCIENCE LIMITED;IN;2022;26.531
6166.;SHANDONG FUHUA CHEMICAL CO., LTD.;CN;2021;26.531
6167.;SHENZHEN OTEC NEW MATERIALS CO.,LTD.;CN;2022;26.389
6168.;ENBIO CO.,LTD.;KR;2023;26.388
6169.;QINGDAO EASTSUN NEW MATERIALS CORPORATION LIMITED;CN;2023;26.383
6170.;JIANGSU MINGHAO NEW MATERIAL SCI-TECH CORPORATION;CN;2022;26.253
6171.;JIANGSU CHAMPION TECHNOLOGY GROUP CO,LTD.;CN;2022;26.166
6172.;GUANGXI HECHI CHEMICAL CO.,LTD.;CN;2023;26.158
6173.;UBIS (ASIA) PCL;TH;2023;26.157
6174.;HOWARD JOHNSONS ENTERPRISES INC;US;2022;26.000
6175.;KWONG SANG HONG INTERNATIONAL LTD;BM;2003;25.992
6176.;YUHONG PIGMENT CO.,LTD;CN;2022;25.975
6177.;AKTSIONERNOE OBSHCHESTVO VZRYVPROM YUGA KUZBASSA;RU;2023;25.953
6178.;COLGATE-PALMOLIVE SERVICES CEW GMBH;DE;2022;25.934
6179.;GUIZHOU PROVINCE BIHUA CO.,LTD;CN;2006;25.873
6180.;SHANDONG DAMIN CHEMICAL CO.,LTD.;CN;2022;25.815
6181.;CULTI MILANO S.P.A.;IT;2023;25.804
6182.;NINGXIA BAOTA UNICHEM CO., LTD.;CN;2014;25.764
6183.;SHANXI GREAT ARCHITECTURAL TECHNOLOGY CO., LTD.;CN;2022;25.755
6184.;NOTORE CHEMICAL INDUSTRIES PLC;NG;2023;25.735
6185.;INDIA GELATINE & CHEMICALS LIMITED;IN;2023;25.677
6186.;BERGER PAINTS PAKISTAN LIMITED;PK;2023;25.655
6187.;JIANG SU GUOXIN COMPOSITE MATERIAL TECHNOLOGY CO.,LTD;CN;2022;25.648
6188.;VIET NAM PETROCHEMICAL AND FIBER JOINT STOCK COMPANY;VN;2022;25.511
6189.;BRAND ARCHITEKTS GROUP PLC;GB;2023;25.402
6190.;OUTIN FUTURES CO.,LTD.;KR;2023;25.359
6191.;PROVIDER INDUSTRIA E COMERCIO S/A;BR;2022;25.274
6192.;CHENGDE TIANCHENG PRINTING TECHNOLOGY CO.,LTD;CN;2022;25.243
6193.;SHANGHAI WINTONG ECOLOGICAL ENGINEERING CO.,LTD.;CN;2022;25.220
6194.;INDO GULF INDUSTRIES LIMITED;IN;2022;25.199
6195.;AIMCO PESTICIDES LIMITED;IN;2022;25.138
6196.;INNER MONGOLIA JUMBO BIOCHEMISTRY CO., LTD.;CN;2022;25.114
6197.;YONG SHUN CHEMICAL COMPANY LIMITED;TW;2023;25.015
6198.;TANTA FOR OILS AND SOAP COMPANY;EG;2013;25.000
6199.;HENAN ZHONGYUAN CHEMICAL GROUP CO., LTD.;CN;2007;24.968
6200.;SHANDONGEVERGAINADHIVECO.,LTD;CN;2022;24.907
6201.;CHONGQING NEWCENT NEW MATERIAL CO.,LTD;CN;2022;24.878
6202.;PT CITRA NUSANTARA GEMILANG TBK;ID;2023;24.835
6203.;INNER MONGOLIA HAIJI CHLOR-ALKALI CHEMICAL CO., LTD.;CN;2009;24.748
6204.;PREMIER EXPLOSIVES LTD;IN;2022;24.730
6205.;VMP RESEARCH & PRODUCTION HOLDING JOINT-STOCK COMPANY;RU;2021;24.656
6206.;SIKERUI NEW MATERIALS TECHNOLOGY(SHANDONG) CO., LTD;CN;2022;24.613
6207.;SUN ACE CORPORATION;JP;2022;24.609
6208.;ZHEJIANG SIDA NEW MATERIAL CO., LTD;CN;2023;24.592
6209.;PT INTANWIJAYA INTERNASIONAL TBK;ID;2023;24.587
6210.;JIANGSU DIPU TECHNOLOGY CO., LTD.;CN;2022;24.451
6211.;BIOGENED SA;PL;2023;24.370
6212.;HENKEL BELGIUM OPERATIONS;BE;2022;24.276
6213.;GREENCOOL TECHNOLOGY HOLDINGS LIMITED;KY;2004;24.202
6214.;ACCENTUATE LIMITED;ZA;2019;24.146
6215.;JIANGSU WANQI BIOTECHNOLOGY CO.,LTD;CN;2023;24.136
6216.;GREAT TECHNOLOGY CO., LTD.;CN;2023;24.073
6217.;VODA AGRICULTURAL SCIENCE AND TECHNOLOGY CO., LTD.;CN;2022;24.050
6218.;DESICCARE MEXICO SRL;MX;2022;24.000
6219.;LAMIRAN PUBLIC JOINT STOCK COMPANY;IR;2023;23.780
6220.;LIAONING HUAFENG CIVIL EXPLOSIVE MATERIALS CO.,LTD.;CN;2007;23.687
6221.;DAEYU CO.,LTD.;KR;2023;23.635
6222.;UNITED ETHANOL LLC;US;2022;23.600
6223.;SHANDONG JIUTAI CHEMICAL TECHNOLOGY CO., LTD.;CN;2014;23.494
6224.;HUBEI XIANSHENG BIOTECHNOLOGY CO.,LTD.;CN;2022;23.490
6225.;DESCON OXYCHEM LIMITED;PK;2023;23.469
6226.;NARMADA GELATINES LTD;IN;2022;23.242
6227.;RAINBOW POLIKARBONAT SANAYI TICARET A.S.;TR;2023;23.217
6228.;TOWLIDE FIBRE IRAN COMPANY PUBLIC JOINT STOCK;IR;2023;23.199
6229.;NINGXIA BAICHUAN TECHNOLOGY CO., LTD.;CN;2022;23.093
6230.;ZHEJIANG CHANG'AN RENHENG TECHNOLOGY COMPANY LIMITED;CN;2023;23.067
6231.;FUJIAN SUNNER HOLDING GROUP CO., LTD.;CN;2022;23.003
6232.;SHANXI JIAWEI NEW MATERIAL CO.,LTD;CN;2022;22.979
6233.;AMSKY TECHNOLOGY CO., LTD;CN;2023;22.973
6234.;GUIZHOU PANJIANG CHEMICAL FACTORY;CN;2007;22.968
6235.;SHAANXI YUTENG ENERGY ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD;CN;2022;22.806
6236.;EASON & CO PUBLIC COMPANY LIMITED;TH;2023;22.788
6237.;DAI-ICHI KARKARIA LIMITED;IN;2022;22.756
6238.;HYOSUNG ONB CO.,LTD.;KR;2023;22.594
6239.;SHANDONG HAOYUE NEW MATERIAL CO.,LTD.;CN;2022;22.428
6240.;CORIMON C.A. S.A.CA.;VE;2017;22.349
6241.;RAINBOW PLASTIC COLOURS CO.LTD.;CN;2021;22.339
6242.;ENCRES DUBUIT;FR;2023;22.309
6243.;GUANGDONG ORIENT YIGE NEW MATERIAL CO.,LTD.;CN;2022;22.301
6244.;HUIERJIE NEW MATERIAL TECHNOLOGY CO., LTD.;CN;2022;22.265
6245.;GHANI GLOBAL HOLDINGS LIMITED;PK;2023;22.230
6246.;VIETNAM PESTICIDE JOINT STOCK COMPANY;VN;2023;22.214
6247.;ZHUHAI PAINTER TECHNOLOGY CO.,LTD.;CN;2023;22.178
6248.;BERGER PAINTS JAMAICA LIMITED;JM;2023;21.982
6249.;GENIC CO,.LTD.;KR;2023;21.770
6250.;HOVE A/S;DK;2022;21.732
6251.;CELLTRION SKINCURE CO.,LTD;KR;2023;21.546
6252.;JETBEST CORPORATION;TW;2023;21.295
6253.;CHENGDU GREEN GOLD HIGH-TECH CO.,LTD;CN;2022;21.290
6254.;SHANDONG CHAMBROAD HOLDING GROUP CO., LTD.;CN;2022;21.279
6255.;PZ CORMAY S.A.;PL;2023;21.273
6256.;B&P CO LTD;JP;2023;21.240
6257.;HARISCHANDRA MILLS PLC;LK;2023;21.050
6258.;BEIJING GUARAN SCIENCE AND TECHNOLOGY CO., LTD.;CN;2022;21.017
6259.;INTERNATIONAL CARBIDE TECHNOLOGY COMPANY LIMITED;TW;2023;20.983
6260.;SHENZHEN GAOFA GASES CO.,LTD.;CN;2022;20.846
6261.;ARABIAN GULF FACTORIES FOR PLASTIC AND RUBBER INDUSTRIES COMPANY LIMITED;SA;2022;20.800
6262.;RESINTECH BERHAD;MY;2022;20.748
6263.;CONG TY CO PHAN IN VA BAO BI MY CHAU;VN;2023;20.650
6264.;HENAN KEYI GAS CO.,LTD.;CN;2022;20.555
6265.;AROMA AD;BG;2023;20.488
6266.;EMNI CO.,LTD.;KR;2023;20.406
6267.;MIKOBEAUTE INTERNATIONAL CO., LTD.;TW;2023;20.403
6268.;MAXIGEN BIOTECH INC;TW;2023;20.263
6269.;MUYUAN INDUSTRIAL GROUP CO., LTD.;CN;2022;20.078
6270.;SOAP & ALLIED INDUSTRIES LIMITED;MU;2022;20.069
6271.;ALEXANDRIA OIL AND SOAP COMPANY;EG;2022;20.000
6272.;LECICO FOR CERAMIC INDUSTRIES SAE;EG;2021;20.000
6273.;UNION PLASTIC PCL;TH;2023;19.987
6274.;AVIC BIAM NEW MATERIALS TECHNOLOGY ENGINEERING CO.,LTD.;CN;2023;19.955
6275.;LIUZHOU CHEMICAL INDUSTRY CO.,LTD;CN;2023;19.845
6276.;JIANGSU YINZHU GROUP HAIBAI TECHNOLOGY CO.,LTD.;CN;2022;19.803
6277.;ZUNYI LVJIAN INCORPORATED CORPORATION;CN;2010;19.751
6278.;ZHONGSHAN YONGHUI CHEMI-INDUATRY CO.,LTD;CN;2022;19.738
6279.;URENCO CHEMPLANTS LIMITED;GB;2022;19.458
6280.;TAIZHOU G-GOOD ADHESIVES CO.,LTD.;CN;2022;19.375
6281.;ZEOBUILDER CO.,LTD;KR;2023;19.304
6282.;INDIAN TONERS & DEVELOPERS LTD;IN;2022;19.116
6283.;JIAN WUFENG MATERIAL CO.,LTD.;CN;2022;19.016
6284.;ANHUI QI JIA DETERGENT PRODUCTS CO.,LTD.;CN;2021;18.996
6285.;CONG TY CO PHAN XUAT NHAP KHAU QUANG BINH;VN;2023;18.993
6286.;DAHUA GROUP CO., LTD.;CN;2021;18.832
6287.;NSM CO.,LTD.;KR;2023;18.821
6288.;STANDARD SURFACTANTS LIMITED;IN;2022;18.566
6289.;OXITENO MEXICO;MX;2020;18.450
6290.;JILIN ZHONGXIN CHEMICAL GROUP CO., LTD.;CN;2021;18.310
6291.;FOUNDER UNION CO.,LTD.;CN;2022;18.219
6292.;JIANGSU DENOIR TECHNOLOGY CO., LTD.;CN;2023;18.216
6293.;CHANGSHA PUJI BIOTECHNOLOGY CO., LTD.;CN;2023;18.185
6294.;FUJIAN JUNJIE NEW MATERIAL TECHNOLOGY CO., LTD.;CN;2022;18.125
6295.;SANGINITA CHEMICALS LIMITED;IN;2022;18.118
6296.;MAO BAO INC.;TW;2023;18.086
6297.;SICHUAN GIANT STAR ENTERPRISE GROUP CO., LTD.;CN;2018;17.971
6298.;IVY COSMETICS CORPORATION;JP;2023;17.942
6299.;ACTIVE FINE CHEMICALS LIMITED;BD;2022;17.888
6300.;JOINT STOCK COMPANY AMBER TALVIS;RU;2023;17.761
6301.;NICE ZHENGDING CO., LTD.;CN;2014;17.725
6302.;GUANGZHOU SALIAI STEMCELL SCIENCE AND TECHNOLOGY CO., LTD.;CN;2022;17.623
6303.;CHINA NEW ENERGY LIMITED;GB;2022;17.623
6304.;ACISELSAN ACIPAYAM SELULOZ SANAYI VE TICARET A.S.;TR;2022;17.604
6305.;YANTAI JINHE SODIUM HYDROSULFITE FACTORY CO., LTD.;CN;2016;17.569
6306.;TITAN BIOTECH LIMITED;IN;2022;17.521
6307.;BEIJING SAIDELI TECHNOLOGY INCORPORATED COMPANY LIMITED;CN;2022;17.501
6308.;TRANS-RESOURCES, LLC;US;2022;17.500
6309.;ZHEJIANG KAIST NEW MATERIALS CO., LTD;CN;2022;17.342
6310.;PATO CHEMICAL INDUSTRY PCL;TH;2023;17.337
6311.;RYVU THERAPEUTICS S.A;PL;2023;17.279
6312.;DAILY POLYMER CORP.;TW;2023;17.220
6313.;SHANGHAI ROADPHALT ASPHALT TECHNOLOGY CO., LTD.;CN;2022;17.196
6314.;ZHUHAI CHANGXIAN NEW MATERIALS TECHNOLOGY CO., LTD.;CN;2022;17.190
6315.;CEFC ANHUI INTERNATIONAL HOLDING COMPANY LIMITED;CN;2019;17.172
6316.;HUANGGANG LUBAN PHARMACEUTICAL CO., LTD.;CN;2023;17.158
6317.;CAMEX LIMITED;IN;2023;17.138
6318.;SANDAOKE CHEMISTRY CO.,LTD.;CN;2022;17.120
6319.;ZIGONG HONGHE CHEMICAL INDUSTRY CO., LTD.;CN;2014;17.067
6320.;JAYSYNTH DYESTUFF (INDIA) LIMITED;IN;2022;17.036
6321.;ACME PESTICIDES LIMITED;BD;2022;17.026
6322.;XI,AN PUTAI ENVIRONMENTAL PROTECTION CO.,LTD.;CN;2022;16.988
6323.;ALLIED INDUSTRIAL CORP.,LTD.;TW;2023;16.984
6324.;U-BEST INNOVATIVE TECHNOLOGY CO., LTD;TW;2023;16.851
6325.;KBG CORP.;KR;2023;16.744
6326.;TIANJIN KAIHUA INSULATION MATERIAL CO.,LTD;CN;2022;16.727
6327.;INNOVATIVE WATER CARE LIMITED;GB;2022;16.594
6328.;FERCHEM MASR FOR FERTILIZERS AND CHEMICALS S.A.E.;EG;2023;16.501
6329.;JIANGSU XINBAO TECHNOLOGY CO.,LTD;CN;2022;16.483
6330.;PARAMOUNT TRADING (JAMAICA) LIMITED;JM;2023;16.483
6331.;HUNAN LILING BEITAN EXPORT FIREWORKS MANUFATURE CO.LTD;CN;2014;16.417
6332.;VIPUL ORGANICS LTD.;IN;2022;16.287
6333.;CHINA GROWTH DEVELOPMENT, INC.;US;2008;16.232
6334.;SPREA MISR FOR CHEMICALS & PLASTICS PRODUCTION SAE;EG;2022;16.201
6335.;MOHAMMED ABDELRAHMAN MOHAMMED ASHRAM AND PARTNERS;EG;2022;16.201
6336.;AMBANI ORGANICS LIMITED;IN;2022;16.118
6337.;CROP LIFE SCIENCE LIMITED;IN;2022;15.964
6338.;AGRO PHOS INDIA LIMITED;IN;2022;15.954
6339.;CONG TY CO PHAN HOA PHAM DAU KHI DMC - MIEN NAM;VN;2023;15.948
6340.;CHONGQING JIANFENG INDUSTRIAL GROUP CO., LTD.;CN;2022;15.946
6341.;EUROPEAN CERAMICS COMPANY SAE;EG;2020;15.940
6342.;CATHAY CHEMICAL WORKS INC.;TW;2023;15.859
6343.;JIAOZUO DA CHEMICAL INDUSTRY CO.,LTD;CN;2007;15.817
6344.;BEIJING HANGKAI ELECTRIC CO,.LTD;CN;2022;15.681
6345.;STEPHAN CO;US;2012;15.656
6346.;SHENZHEN EARLYSUN TECHNOLOGY CO.,LTD;CN;2022;15.642
6347.;ARCHIT ORGANOSYS LIMITED;IN;2022;15.565
6348.;SALEE PRINTING PCL;TH;2023;15.455
6349.;INDUSTRIAL NANOTECH INC.;US;2022;15.400
6350.;WAH NOBEL CHEMICALS LIMITED;PK;2023;15.312
6351.;SALVO CHEMICAL INDUSTRY LIMITED;BD;2023;15.179
6352.;SUNGALLON PLASTICS (SHENZHEN) COMPANY LIMITED;CN;2022;15.166
6353.;PEE CEE COSMA SOPE LIMITED;IN;2022;15.147
6354.;JINCOSTECH CO,.LTD;KR;2023;15.140
6355.;SAUDI INDUSTRIAL INVESTMENT GROUP COMPANY (SAUDI JOINT STOCK COMPANY);SA;2023;15.086
6356.;EGYPTIAN GROUP FOR INDUSTRIAL INVESTMENTS EGMI;EG;2023;15.000
6357.;WUHAN HEYUAN GREEN ORGANISM CO., LTD.;CN;2022;14.890
6358.;SHANDONG BORUN INDUSTRIAL CO.,LTD;CN;2021;14.875
6359.;GUANGDONG QUICKLY SCIENCE AND TECHNOLOGY INCORPORATED CO.,LTD.;CN;2022;14.801
6360.;FUDI PETROCHEMICAL TECHNOLOGY (HULUDAO) CO., LTD;CN;2022;14.739
6361.;FUJIAN JIAHAO CHEMICAL INDUSTRY CO., LTD.;CN;2014;14.704
6362.;HUIKE HI-TECH CO., LTD;CN;2022;14.678
6363.;AURANGABAD DISTILLERY LIMITED;IN;2022;14.659
6364.;GUANGDONG JINGUAN TECHNOLOGY COMPANY LIMITED;CN;2022;14.657
6365.;CRPC INNOVATION ENERGY CO., LTD.;CN;2022;14.634
6366.;SWADESHI INDUSTRIAL WORKS PLC;LK;2022;14.609
6367.;KESAR PETROPRODUCTS LIMITED;IN;2022;14.591
6368.;PT KUSUMA KEMINDO SENTOSA TBK;ID;2023;14.554
6369.;SHANGHAI HUAYI FINE CHEMICAL CO., LTD.;CN;2022;14.552
6370.;ZHEJIANG FEIJING NEW MATERIAL SCIENCE ANDTECHNOLOGY CO.,LTD.;CN;2022;14.413
6371.;DALIAN CASHEW BELONGS NEW MATERIALS CORPORATION;CN;2021;14.344
6372.;CANGZHOU XINCHANG CHEMICAL CORPORATION;CN;2022;14.279
6373.;AMBICA AGARBATHIES & AROMA INDUSTRIES LIMITED;IN;2022;14.259
6374.;SHENZHEN RAINK ECOLOGY & ENVIRONMENT CO.,LTD.;CN;2022;14.130
6375.;ZUOQUAN COUNTRY CHANGTAI CHEMICAL INDUSTRY CO.,LTD;CN;2006;14.039
6376.;AMBER (XIAMEN) FRAGRANCE CO., LTD.;CN;2023;14.032
6377.;AIR LIQUIDE COTE D'IVOIRE;CI;2020;14.014
6378.;WESTLAKE ESSLINGEN GMBH;DE;2022;13.742
6379.;ZHEJIANG J COLOR TECHNOLOGIES CO.,LTD;CN;2022;13.725
6380.;INDOKEM LIMITED;IN;2022;13.660
6381.;HAITIAN FIRE FIGHTING TECHNOLOGY CO., LTD.;CN;2022;13.517
6382.;DIAMINES & CHEMICALS LIMITED;IN;2022;13.476
6383.;PT INDO KOMODITI KORPORA TBK;ID;2023;13.395
6384.;JIANGSU SUOLONG FIRE SCIENCE AND TECHNOLOGY CO.,LTD;CN;2022;13.375
6385.;XINGTAILANTIAN FINE CHEMICAL CO.,LTD.;CN;2022;13.331
6386.;ASAHI KASEI SYNTHETIC RUBBER SINGAPORE PTE. LTD.;SG;2022;13.304
6387.;JAYJUN COSMETIC CO.,LTD.;KR;2023;13.211
6388.;PB GLOBAL LIMITED;IN;2022;13.197
6389.;SHENZHEN PRECHEM NEW MATERIALS CO., LTD.;CN;2022;13.176
6390.;TIANJIN LBCC CHEMICAL INDUSTRY CO.,LTD.;CN;2022;13.168
6391.;THAI PETROCHEMICAL INDUSTRY PUBLIC CO LTD;TH;2022;12.950
6392.;SHANGHAI HUIWEN BIOTECH CORP.,LTD.;CN;2022;12.943
6393.;CHINA ZENITH CHEMICAL GROUP LIMITED;BM;2023;12.899
6394.;HEXZA CORPORATION BHD;MY;2023;12.850
6395.;MAURITIUS COSMETICS LIMITED;MU;2023;12.785
6396.;BEAUTY COMMUNITY PCL;TH;2023;12.748
6397.;SHANXI XINGYU CHEMICAL SCIENCE CO.LTD.;CN;2022;12.593
6398.;DABOMB PROTEIN BIOTECH CORP.;TW;2023;12.586
6399.;PT HK METALS UTAMA TBK;ID;2022;12.570
6400.;ZHANGJIAKOU TIMES RUBBER PRODUCTS CO.,LTD;CN;2023;12.549
6401.;SHANDONG MEILUOFU AGRICULTURAL SCIENCE AND TECHNOLOGY CO., LTD.;CN;2022;12.526
6402.;SHREE HARI CHEMICALS EXPORT LTD;IN;2022;12.525
6403.;ENRESTEC INC.;TW;2023;12.504
6404.;SHANDONG AFD BIOLOGICAL CO. LTD;CN;2022;12.473
6405.;PRYMUS SA;PL;2023;12.327
6406.;MICROWAVE CHEMICAL CO.,LTD.;JP;2023;12.319
6407.;SALGUTI INDUSTRIES LTD;IN;2022;12.316
6408.;VOYANT BEAUTY, INC.;US;2022;12.300
6409.;ODESSA PORT PLANT JSC AT;UA;2023;12.282
6410.;HINDPRAKASH INDUSTRIES LIMITED;IN;2022;12.258
6411.;ROBIMATIC LIMITED;GB;2022;12.256
6412.;LUOYANG DESHENG BIO-TECH CO.,LTD.;CN;2022;12.253
6413.;BIOLARGO, INC.;US;2023;12.230
6414.;JUNJIN BIOPHARM CO.,LTD.;KR;2023;12.161
6415.;ARMA SOAP & DETERGENTS COMPANY SAE;EG;2022;12.151
6416.;I-TECH AB;SE;2023;12.100
6417.;CHINA FUJIAN ZHIXING ACTIVATED CARBON CO.,LTD.;CN;2022;11.978
6418.;GFC LIFE SCIENCE CO.,LTD.;KR;2023;11.867
6419.;ZHEJIANG CLASSIC HI-TECH MATERIALS INCORPORATED COMPANY;CN;2022;11.840
6420.;LIANGPING HUILONG FIRECRACKERS LEAD FACTORY;CN;2014;11.832
6421.;JIANGSU CHINA STAR NEW MATERIALS TECHNOLOGY CO.,LTD.;CN;2022;11.802
6422.;CHINA ENVIRONMENTAL RESOURCES GROUP LIMITED;KY;2023;11.785
6423.;PLANT HEALTH CARE PLC;GB;2022;11.767
6424.;CENTRAL PLANT PROTECTION JOINT STOCK COMPANY NO.1;VN;2023;11.755
6425.;MOSLEY HOLDINGS LIMITED PARTNERSHIP;US;2022;11.700
6426.;JIANGYIN CHENGGAO PACKING MATERIAL CO., LTD.;CN;2022;11.700
6427.;KEMROCK INDUSTRIES & EXPORTS LIMITED;IN;2014;11.663
6428.;PAR DRUGS AND CHEMICALS LIMITED;IN;2022;11.595
6429.;CHEMCRUX ENTERPRISES LIMITED;IN;2022;11.588
6430.;DALIAN YATAI SCIENCE AND TECHNOLOGY NEW MATERIAL INCORPORATED CO.,LTD.;CN;2022;11.576
6431.;TOYO INK INDONESIA, PT;ID;2006;11.563
6432.;SHANGHAI GENIUS ADVANCED MATERIAL (GROUP) CO., LTD.;CN;2018;11.560
6433.;SHANGHAI SHINCHEM CHEMICALS CORP., LTD.;CN;2022;11.556
6434.;JINAN QILU CHEMICAL FIBER GROUP CO., LTD.;CN;2022;11.333
6435.;HENAN ENERGY AND CHEMICAL GROUP LUOYANG YONGLONG ENERGY CHEMICAL CO., LTD.;CN;2020;11.322
6436.;GUANGDONG CHENGZHAN TECHNOLOGY CO., LTD;CN;2022;11.322
6437.;GUANGDONG GEOLONG BIOTECHNOLOGY CO., LTD;CN;2022;11.263
6438.;FILSYN CORPORATION;PH;2023;11.224
6439.;LINDE GAS SRBIJA A.D.;RS;2023;11.173
6440.;DUNCANS INDUSTRIES LTD;IN;2017;11.149
6441.;TOL GASES LIMITED;TZ;2022;11.007
6442.;YASH CHEMEX LIMITED;IN;2022;10.928
6443.;ASTRON CORPORATION LIMITED;HK;2023;10.893
6444.;UNITED GUARDIAN INC;US;2023;10.885
6445.;JOINT STOCK COMPANY AZOT GROUP;RU;2023;10.883
6446.;LIUZHOU CHEMICAL INDUSTRY GROUP CO., LTD.;CN;2010;10.874
6447.;SKIN&SKIN CO.,LTD.;KR;2023;10.799
6448.;HUZHOU BERGMAN ADVANCED MATERIALS CO.,LTD;CN;2023;10.793
6449.;ENG KAH CORPORATION BERHAD;MY;2023;10.775
6450.;IMASPRO CORPORATION BERHAD;MY;2023;10.757
6451.;VADILAL CHEMICALS LTD;IN;2022;10.745
6452.;NATRA SOCIEDAD ANONIMA;ES;2022;10.740
6453.;ALKALI METALS LIMITED;IN;2022;10.732
6454.;SHANDONG LANMENG ANTICORROSION TECHNOLOGY CO.LTD.;CN;2022;10.667
6455.;CARBONXT GROUP LIMITED;AU;2023;10.618
6456.;MCLEAN TECHNOLOGIES BERHAD;MY;2023;10.502
6457.;REPLENISH NUTRIENTS HOLDING CORP;CA;2023;10.498
6458.;CCA INDUSTRIES, INC.;US;2023;10.487
6459.;POLSON LTD;IN;2022;10.463
6460.;BOC KENYA LIMITED;KE;2022;10.434
6461.;BEIJING ECOMAN BIOTECH CO.,LTD.;CN;2022;10.360
6462.;LUOYANG BECOT SCIENTIFIC DEVELOPMEN CO.,LTD.;CN;2022;10.323
6463.;TAIWAN ADVANCE BIO-PHARMACEUTICAL INC.;TW;2023;10.302
6464.;M.L. DYEING LIMITED;BD;2023;10.138
6465.;CHEMICAL INDUSTRIES OF THE PHILIPPINES INC;PH;2023;10.026
6466.;SAAD MOHAMMED AL ZAHRANI PLASTIC FACTORY COMPANY;SA;2020;10.000
6467.;HEMIJSKA INDUSTRIJA DESTILACIJA A.D.;BA;2023;9.972
6468.;RED CAT HOLDINGS, INC.;US;2023;9.912
6469.;DONG NAI JOINT STOCK COMPANY OF AGRICULTURAL MATERIAL;VN;2023;9.902
6470.;CONG TY CO PHAN HOI KY NGHE QUE HAN;VN;2023;9.897
6471.;HIMICHNE KAZENNE OB'EDNANNYA IMENI G I PETROVSKOGO;UA;2013;9.843
6472.;ASIAN FERTILIZERS LTD;IN;2022;9.820
6473.;NORTHERN SPECIAL ENERGY GROUP CO., LTD.;CN;2022;9.811
6474.;HUNAN DE KUN VANADIUM INDUSTRY CO., LTD.;CN;2014;9.778
6475.;JIANGSU EVER GALAXY CHEMICAL CO.,LTD;CN;2022;9.588
6476.;HULUDAO HUATIAN INDUSTRIAL CO., LTD.;CN;2010;9.584
6477.;WATA CHEMICALS LIMITED;BD;2023;9.538
6478.;PROLIFE INDUSTRIES LIMITED;IN;2022;9.525
6479.;SUKGYUNG AT CO.,LTD.;KR;2023;9.459
6480.;PREMIER CRYOGENICS LIMITED;IN;2022;9.424
6481.;SHANGHAI YUCHENG POLYMER MATERIAL CO., LTD.;CN;2023;9.418
6482.;JIANGSU FEIYANG TECHNOLOGY CORPORTATIONLIMTED;CN;2022;9.345
6483.;KAFFEE TECHNOLOGY (WUHAN) CO., LTD.;CN;2023;9.344
6484.;SREECHEM RESINS LIMITED;IN;2022;9.309
6485.;ROOPA INDUSTRIES LIMITED;IN;2022;9.270
6486.;GUANGDONG UBEST TECHNOLOGY CO.,LTD;CN;2022;9.173
6487.;WENG FINE ART AG;DE;2022;9.170
6488.;SPANJAARD LIMITED;ZA;2020;9.146
6489.;SJ-CHEM CO.,LTD.;KR;2023;9.131
6490.;PLASTIC ADDITIVES JOINT STOCK COMPANY;VN;2023;8.996
6491.;SHANDONG JITIAN AROMA CHEMICAL CO.,LTD;CN;2022;8.967
6492.;WD SILICONE CO., LTD.;CN;2023;8.946
6493.;SHENZHEN DIYUAN NEW MATERIAL TECHNOLOGY CO., LTD.;CN;2023;8.923
6494.;ORION INFUSION LIMITED;BD;2022;8.877
6495.;CONG TY CO PHAN SIVICO;VN;2023;8.862
6496.;OPEN JOINT STOCK COMPANY STAVOKSKOE;BY;2023;8.854
